title,authors,year,venue,doi,url,reason_for_exclusion
The Stable Signature: Rooting Watermarks in Latent Diffusion Models,"Fernandez, Pierre; Couairon, Guillaume; Jégou, Hervé; Douze, Matthijs; Furon, Teddy",2023,Proceedings of the IEEE International Conference on Computer Vision,10.1109/ICCV51070.2023.02053,https://ieeexplore.ieee.org/document/10377226,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Black-Box Forgery Attacks on Semantic Watermarks for Diffusion Models,A. Müller; D. Lukovnikov; J. Thietke; A. Fischer; E. Quiring,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/CVPR52734.2025.01950,https://ieeexplore.ieee.org/document/11095200,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Toward Copyright Integrity and Verifiability via Multi-Bit Watermarking for Intelligent Transportation Systems,"Wang, Yihao; Li, Lingxiao; Tang, Yifan; Zhang, Ru; Liu, Jianyi",2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3535932,https://ieeexplore.ieee.org/document/10878297,Intelligent-transportation-systems (IoT/sensor) watermarking; unrelated to code.
AudioAuth: A Dual-Watermarking Framework for Robust Audio Integrity and Source Attribution,A. Pujari; A. Rattani,2026,"IEEE Transactions on Biometrics, Behavior, and Identity Science",10.1109/TBIOM.2026.3679274,https://ieeexplore.ieee.org/document/11457908,Audio/speech watermarking; unrelated to code.
Sealing Text-to-Image Models with Signet: A Lossless and Effective Watermarking Framework,J. Jin; X. Hu; S. Li; X. Zhang; Z. Qian,2026,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/ICASSP55912.2026.11463699,https://ieeexplore.ieee.org/document/11463699,Image watermarking; unrelated to code.
Sequence-level watermarking for large language models,Runnan Si; Xin Xie; Junxiao Wang; Xiulong Liu; Xiaoyi Tao; Xinyu Tong; Sheng Chen; Heng Qi; Keqiu Li,2026,Knowledge-Based Systems,10.1016/j.knosys.2026.116180,https://www.sciencedirect.com/science/article/pii/S0950705126009068,General LLM watermarking; not code-specific.
SALT: Semantic-guided adaptive latent space truncation sampling watermarking for diffusion models,Yuning Guo; Xuewen He; Yue He; Yong Chen,2026,Journal of Information Security and Applications,10.1016/j.jisa.2026.104549,https://www.sciencedirect.com/science/article/pii/S2214212626001791,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
Robust watermarks for audio diffusion models by quadrature amplitude modulation,"Lee, Kyungryeol; Hong, Seongmin; Chun, Se Young",2025,Pattern Recognition Letters,10.1016/j.patrec.2025.08.023,https://www.sciencedirect.com/science/article/pii/S0167865525003083,Audio/speech watermarking; unrelated to code.
Blind audio watermarking for medical data authentication using fractional Charlier transform and adaptive dithered quantization index modulation,Salah Euschi; Narima Zermi; Sayah Med Moad; Amine Khaldi; Med Redouane Kafi; Aditya Kumar Sahu; Narimene Mimoune,2026,Systems and Soft Computing,10.1016/j.sasc.2026.200464,https://www.sciencedirect.com/science/article/pii/S2772941926000281,Audio/speech watermarking; unrelated to code.
Keypoint-enhanced image watermarking with spatial-frequency mapping and perceptual optimization,Ying Huang; Na Guo; Fei Ge; Jie Liu; Guixuan Zhang; Zhi Zeng; Shuwu Zhang; Hu Guan,2026,Information Sciences,10.1016/j.ins.2026.123500,https://www.sciencedirect.com/science/article/pii/S0020025526004317,Image watermarking; unrelated to code.
New Fragile Watermarking Technique to Identify Inserted Video Objects Using H.264 and Color Features,Raheem Ogla; Eman Shakar Mahmood; Rasha I. Ahmed; Abdul Monem S. Rahma,2023,"Computers, Materials and Continua",10.32604/cmc.2023.039818,https://www.sciencedirect.com/science/article/pii/S1546221823000085,Video/facial-image watermarking; unrelated to code.
A hybrid domain-based watermarking for vector maps utilizing a complementary advantage of discrete fourier transform and singular value decomposition,Chengyi Qu; Jinglong Du; Xu Xi; Huimin Tian; Jie Zhang,2024,Computers & Geosciences,10.1016/j.cageo.2023.105515,https://www.sciencedirect.com/science/article/pii/S0098300423002194,3D/vector-graphics watermarking; unrelated to code.
A reversible natural language watermarking for sensitive information protection,Lingyun Xiang; Yangfan Liu; Zhongliang Yang,2024,Information Processing & Management,10.1016/j.ipm.2024.103661,https://www.sciencedirect.com/science/article/pii/S0306457324000219,Natural-language text watermarking; not code-specific.
Digital image watermarking using histogram based pixel sorting and pixel value search techniques,Ande Bhargav; Mohamed Asan Basiri M.,2026,Computers and Electrical Engineering,10.1016/j.compeleceng.2025.110918,https://www.sciencedirect.com/science/article/pii/S0045790625008614,Image watermarking; unrelated to code.
A Text Image Watermarking Algorithm Based on Image Enhancement,Baowei Wang; Luyao Shen; Junhao Zhang; Zenghui Xu; Neng Wang,2023,"Computers, Materials and Continua",10.32604/cmc.2023.040307,https://www.sciencedirect.com/science/article/pii/S154622182300098X,Image watermarking; unrelated to code.
Robust watermarking for diffusion models based on STDM and latent space fine-tuning,Li Li; Xinpeng Zhang; Guorui Feng; Zichi Wang; Deyang Wu; Hanzhou Wu,2025,Journal of Information Security and Applications,10.1016/j.jisa.2025.104167,https://www.sciencedirect.com/science/article/pii/S2214212625002042,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
A secure deep image watermarking model using patch-based embedding and conditional mechanism,"Bartani, Ako; Karimi, Sahar; Qasim Awla, Hoshang; Akhlaghian Tab, Fardin",2026,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2026.114503,https://www.sciencedirect.com/science/article/pii/S0952197626007840,Image watermarking; unrelated to code.
AI-assisted simulation-based quantum image watermarking using NEQR and reversible quantum logic,Aditya Kumar Sahu; Swapnaneel Dhar; Subhrajyoti Deb; Amine Khaldi; Monalisa Sahu; De Rosal Ignatius Moses Setiadi,2026,Array,10.1016/j.array.2026.101035,https://www.sciencedirect.com/science/article/pii/S2590005626003589,Image watermarking; unrelated to code.
Advances in network flow watermarking: A survey,Sibo Qiao; Qiang Guo; Min Wang; Haohao Zhu; Joel J.P.C. Rodrigues; Zhihan Lyu,2025,Computers & Security,10.1016/j.cose.2025.104653,https://www.sciencedirect.com/science/article/pii/S0167404825003426,Graph/network-flow watermarking; unrelated to code.
Secure and robust blind watermarking for medical images using convolutional neural networks and discrete wavelet transform integration,Rania Hamami; Narima Zermi; Larbi Boubchir; Amine Khaldi,2026,Results in Control and Optimization,10.1016/j.rico.2026.100750,https://www.sciencedirect.com/science/article/pii/S2666720726000986,Image watermarking; unrelated to code.
Secure and reversible fragile watermarking for accurate authentication and tamper localization in medical images,Riadh Bouarroudj; Feryel Souami; Fatma Zohra Bellala; Nabil Zerrouki; Fouzi Harrou; Ying Sun,2025,Computers and Electrical Engineering,10.1016/j.compeleceng.2025.110072,https://www.sciencedirect.com/science/article/pii/S0045790625000151,Image watermarking; unrelated to code.
"Securing digital assets in intelligent railways: A survey of watermarking techniques, challenges, and prospects","He, Zhouqiao; Zhao, Zijie; Hu, Jie; Zhang, Ji; Ji, Shuo; Chu, Qikai; Liang, Weichao; Chen, Ding; Li, Tianrui",2026,Information Fusion,10.1016/j.inffus.2026.104311,https://www.sciencedirect.com/science/article/pii/S1566253526001909,Railway/IoT-domain watermarking survey; unrelated to code.
SecNLP: An NLP classification model watermarking framework based on multi-task learning,Long Dai; Jiarong Mao; Liaoran Xu; Xuefeng Fan; Xiaoyi Zhou,2024,Computer Speech & Language,10.1016/j.csl.2023.101606,https://www.sciencedirect.com/science/article/pii/S0885230823001250,Natural-language text watermarking; not code-specific.
Three-dimensional optical watermarking scheme using compressed sensing in integral imaging system,Ying Yuan; Yiqun Liu; Jinkun Guo; Yiping Han; Xiaorui Wang,2023,Optik,10.1016/j.ijleo.2023.171509,https://www.sciencedirect.com/science/article/pii/S0030402623010070,3D/vector-graphics watermarking; unrelated to code.
Background adaptive PosMarker based on online generation and detection for locating watermarked regions in photographs,Chengxin Zhao; Hefei Ling; Jinlong Guo; Zhenghai He,2024,Journal of Visual Communication and Image Representation,10.1016/j.jvcir.2024.104269,https://www.sciencedirect.com/science/article/pii/S1047320324002256,Image watermarking; unrelated to code.
RI-Mark: Robust and imperceptible watermarking for diffusion models,Chengming Zhao; Li Li; Yanli Ren; Guorui Feng,2026,Expert Systems with Applications,10.1016/j.eswa.2026.132903,https://www.sciencedirect.com/science/article/pii/S0957417426018154,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
FreqMambaMark: Wavelet-Mamba-driven robust medical image watermarking,Zhongxiang He; Yuling Chen; Yixian Yang; Zhi Ouyang; Yun Luo; Long Chen,2026,Knowledge-Based Systems,10.1016/j.knosys.2026.115344,https://www.sciencedirect.com/science/article/pii/S0950705126000870,Image watermarking; unrelated to code.
A comprehensive survey on robust image watermarking,Wenbo Wan; Jun Wang; Yunming Zhang; Jing Li; Hui Yu; Jiande Sun,2022,Neurocomputing,10.1016/j.neucom.2022.02.083,https://www.sciencedirect.com/science/article/pii/S0925231222002533,Image watermarking; unrelated to code.
Frequency-Embedded Watermarking: Defending vision models from extraction attacks,Haohua Zhou; Xinyu Liu; Zhidong Shen,2025,Neurocomputing,10.1016/j.neucom.2025.130456,https://www.sciencedirect.com/science/article/pii/S0925231225011282,Image watermarking; unrelated to code.
Exploring low overhead fingerprint biometric watermark for loop pipelined hardware IPs during behavioral synthesis,Anirban Sengupta; Aditya Anshul,2025,Journal of Information Security and Applications,10.1016/j.jisa.2025.104041,https://www.sciencedirect.com/science/article/pii/S2214212625000791,Biometric watermarking; unrelated to code.
Anti-tampering secure medical image transmission in IoMT: Coupling watermarking and encryption,Zhenlong Man; Jiahui Yu; Ze Yu; Ying Chen,2026,Journal of the Franklin Institute,10.1016/j.jfranklin.2026.108474,https://www.sciencedirect.com/science/article/pii/S0016003226000748,Image watermarking; unrelated to code.
Towards provenance-aware diffusion: Key-free watermarking with Gaussian shading,Xiaoxiao Wang; Yingjie Tian,2026,Expert Systems with Applications,10.1016/j.eswa.2025.130822,https://www.sciencedirect.com/science/article/pii/S0957417425044379,Generative-image-model (diffusion/GAN) watermarking; unrelated to code.
"Low latency cryptography-enhanced reversible image watermarking using recursive GF encryption, cyclic difference expansion, and quadstate chaotic S-box techniques",Ande Bhargav; Mohamed Asan Basiri M,2026,Digital Signal Processing,10.1016/j.dsp.2026.105998,https://www.sciencedirect.com/science/article/pii/S105120042600117X,Image watermarking; unrelated to code.
Learning-based image steganography and watermarking: A survey,Kun Hu; Mingpei Wang; Xiaohui Ma; Jia Chen; Xiaochao Wang; Xingjun Wang,2024,Expert Systems with Applications,10.1016/j.eswa.2024.123715,https://www.sciencedirect.com/science/article/pii/S0957417424005815,Image watermarking; unrelated to code.
High-fidelity backdoor watermark embedding framework for classification models in heterogeneous tabular data,"Wei, Jixun; Zhou, Jinjie; Men, Yuanhao; Luo, Senlin; Pan, Limin",2026,Neurocomputing,10.1016/j.neucom.2026.133646,https://www.sciencedirect.com/science/article/pii/S092523122601043X,Non-code structured-data watermarking; unrelated to code.
Federated learning ownership verification with fixed length watermarks using hash-based message authentication code,"Zhu, Suxia; Lou, Jie; Sun, Guanglu",2026,Journal of Information Security and Applications,10.1016/j.jisa.2026.104561,https://www.sciencedirect.com/science/article/pii/S2214212626001912,Parameter-level federated-learning model watermarking; confirmed no code-generation output signal.
A survey on network flow watermarking: A problem-oriented perspective,Tengyao Li; Kaiyue Liu; Shaoyong Du,2026,Computers & Security,10.1016/j.cose.2025.104813,https://www.sciencedirect.com/science/article/pii/S0167404825005024,Graph/network-flow watermarking; unrelated to code.
Watermarking Images via Counting-Based Secret Sharing for Lightweight Semi-Complete Authentication,Adnan Gutub,2022,International Journal of Information Security and Privacy,10.4018/IJISP.2022010118,https://www.sciencedirect.com/science/article/pii/S193016502200022X,Image watermarking; unrelated to code.
Learning persistent and invisible latent watermarks for medical images under deep AI transformations,Amine Khaldi; Narima Zermi; Sayah Moad; Akram Boukhamla; Redouane Kafi; Aditya Kumar Sahu,2026,Optics & Laser Technology,10.1016/j.optlastec.2026.116198,https://www.sciencedirect.com/science/article/pii/S0030399226015495,Image watermarking; unrelated to code.
Robust spectral watermark for synthetic tabular data,Yizhou Zhao; Xiang Li; Peter X.K. Song; Qi Long; Weijie Su,2026,Statistical Learning and Data Science,10.1016/j.slads.2026.100001,https://www.sciencedirect.com/science/article/pii/S3051390126000012,Non-code structured-data watermarking; unrelated to code.
Language universal font watermarking with multiple cross-media robustness,Xi Yang; Weiming Zhang; Han Fang; Zehua Ma; Nenghai Yu,2023,Signal Processing,10.1016/j.sigpro.2022.108791,https://www.sciencedirect.com/science/article/pii/S0165168422003309,Image watermarking; unrelated to code.
A qualitative and quantitative comparative study of VPK schemes for relational data watermarking,Maikel Lázaro Pérez Gort; Agostino Cortesi,2026,Information Sciences,10.1016/j.ins.2026.123359,https://www.sciencedirect.com/science/article/pii/S0020025526002902,Database watermarking; unrelated to code.
Ensuring News Integrity against Online Information Disorder through Text Watermarking and Blockchain,Flavio Bertini; Alessandro Benetton; Danilo Montesi,2025,Blockchain: Research and Applications,10.1016/j.bcra.2025.100414,https://www.sciencedirect.com/science/article/pii/S2096720925001411,Natural-language text watermarking; not code-specific.
Upgrading script watermarking robustness of unusual-to-tolerate functional confirmation by secret-sharing,Adnan Gutub; Esraa Almehmadi,2023,Journal of Engineering Research,10.1016/j.jer.2023.100099,https://www.sciencedirect.com/science/article/pii/S2307187723001001,"Handwritten/calligraphic-script (image) watermarking, confirmed via abstract (Arabic script); unrelated to source code."
Robust and imperceptible medical image watermarking for telemedicine applications based on transform-domain and neural clustering techniques,Ahmed Saïd Beggari; Ali Wali; Amine Khaldi; Med Redouane Kafi; Sahu Aditya Kumar,2025,Journal of the Franklin Institute,10.1016/j.jfranklin.2025.108039,https://www.sciencedirect.com/science/article/pii/S0016003225005319,Image watermarking; unrelated to code.
High-capacity DWT-SVD watermarking for MRI images embedding MITR medical information,Aicha Benyoucef; Aya Goudjil; M'Hamed Hamadouche; Mohammed Chaker Boutalbi; Mohammed Ammar; Mostafa El Habib Daho,2025,Results in Engineering,10.1016/j.rineng.2025.105795,https://www.sciencedirect.com/science/article/pii/S2590123025018663,Image watermarking; unrelated to code.
Semi-Blind watermarking using convolutional attention-based turtle shell matrix for tamper detection and recovery of medical images,Aberna Palani; Agilandeeswari Loganathan,2024,Expert Systems with Applications,10.1016/j.eswa.2023.121903,https://www.sciencedirect.com/science/article/pii/S0957417423024053,Image watermarking; unrelated to code.
Robust audio watermarking with learnable embedding technique and genetic optimization,Jannatul Nayeem; Hak-Bum Lee; Young-Ho Seo,2026,Digital Signal Processing,10.1016/j.dsp.2026.106372,https://www.sciencedirect.com/science/article/pii/S1051200426004902,Audio/speech watermarking; unrelated to code.
