title,authors,year,venue,doi,url,abstract
PromptCARE: Prompt Copyright Protection by Watermark Injection and Verification,Hongwei Yao; Jian Lou; Kui Ren; Zhan Qin,2024,2024 IEEE Symposium on Security and Privacy (SP),10.1109/SP54263.2024.00209,https://ieeexplore.ieee.org/document/10646612,"Large language models (LLMs) have witnessed a meteoric rise in popularity among the general public users over the past few months, facilitating diverse downstream tasks with human-level accuracy and proficiency. Prompts play an essential role in this success, which efficiently adapt pre-trained LLMs to task-specific applications by simply prepending a sequence of tokens to the query texts. However, designing and selecting an optimal prompt can be both expensive and demanding, leading to the emergence of Prompt-as-a-Service providers who profit by providing well-designed prompts for authorized use. With the growing popularity of prompts and their indispensable role in LLM-based services, there is an urgent need to protect the copyright of prompts against unauthorized use.In this paper, we propose PromptCARE, the first framework for prompt copyright protection through watermark injection and verification. Prompt watermarking presents unique challenges that render existing watermarking techniques developed for model and dataset copyright verification ineffective. PromptCARE overcomes these hurdles by proposing watermark injection and verification schemes tailor-made for characteristics pertinent to prompts and the natural language domain. Extensive experiments on six well-known benchmark datasets, using three prevalent pre-trained LLMs (BERT, RoBERTa, and Facebook OPT-1.3b), demonstrate the effectiveness, harmlessness, robustness, and stealthiness of PromptCARE."
Who Wrote this Code? Watermarking for Code Generation,"Lee, Taehyun; Hong, Seokhee; Ahn, Jaewoo; Hong, Ilgee; Lee, Hwaran; Yun, Sangdoo; Shin, Jamin; Kim, Gunhee",2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2024.acl-long.268,https://aclanthology.org/2024.acl-long.268/,"Since the remarkable generation performance of large language models raised ethical and legal concerns, approaches to detect machine-generated text by embedding watermarks are being developed. However, we discover that the existing works fail to function appropriately in code generation tasks due to the task's nature of having low entropy. Extending a logit-modifying watermark method, we propose Selective WatErmarking via Entropy Thresholding (SWEET), which enhances detection ability and mitigates code quality degeneration by removing low-entropy segments at generating and detecting watermarks. Our experiments show that SWEET significantly improves code quality preservation while outperforming all baselines, including post-hoc detection methods, in detecting machine-generated code text. Our code is available in https://github.com/hongcheki/sweet-watermark. © 2024 Association for Computational Linguistics."
Towards Tracing Code Provenance with Code Watermarking,Wei Li; Borui Yang; Yujie Sun; Suyu Chen; Ziyun Song; Liyao Xiang; Xinbing Wang; Chenghu Zhou,2023,arXiv preprint arXiv …,,http://arxiv.org/abs/2305.12461v1,"Recent advances in large language models have raised wide concern in generating abundant plausible source code without scrutiny, and thus tracing the provenance of code emerges as a critical issue. To solve the issue, we propose CodeMark, a watermarking system that hides bit strings into variables respecting the natural and operational semantics of the code. For naturalness, we novelly introduce a contextual watermarking scheme to generate watermarked variables more coherent in the context atop graph neural networks. Each variable is treated as a node on the graph and the node feature gathers neighborhood (context) information through learning. Watermarks embedded into the features are thus reflected not only by the variables but also by the local contexts. We further introduce a pre-trained model on source code as a teacher to guide more natural variable generation. Throughout the embedding, the operational semantics are preserved as only variable names are altered. Beyond guaranteeing code-specific properties, CodeMark is superior in watermarking accuracy, capacity, and efficiency due to a more diversified pattern generated. Experimental results show CodeMark outperforms the SOTA watermarking systems with a better balance of the watermarking requirements."
Practical and effective code watermarking for large language models,"Guo, Zhimeng; Cheng, Minhao",2025,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/6b4cb812f234a92ab757d1544912b4a8-Abstract-Conference.html,"The rapid advancement of Large Language Models (LLMs) in code generation has raised significant attribution and intellectual property concerns. Code watermarking offers a potential solution but faces unique challenges due to programming languages' strict syntactic constraints and semantic requirements. To address these challenges, we introduce ACW (AST-guided Code Watermarking), a novel adaptive framework that leverages Abstract Syntax Tree (AST) analysis during training to learn watermark embedding strategies. Our framework identifies substitutable code components and strategically biases token selections to embed watermarks. We also propose a novel sampling scheme that distributes tokens between green/red lists according to semantic context, ensuring statistical distinguishability while preserving code functionality. Extensive experiments demonstrate that ACW achieves a significant improvement in watermark detection accuracy compared to existing methods, with negligible impact on code functionality. This adaptive framework offers a promising solution for effective and practical code watermarking in the age of LLMs. Our code is available at: https://github.com/TimeLovercc/code-watermark. © 2025 Neural information processing systems foundation. All rights reserved."
Robustness analysis of watermarking techniques for LLM-generated code,"Cao, Di; Liu, Shigang; Zhang, Jun; Xiang, Yang",2025,IEEE Networking Letters,10.1109/LNET.2025.3616325,https://ieeexplore.ieee.org/abstract/document/11186154/?casa_token=ZJokMTIAY-0AAAAA:ZtyqPgqwY-keb9vg9ZVSiggcpb7FveF1P2TOehK8qQprZsR-NqjgAzlP-fTFvkw_xEPeANeC,"The widespread adoption of large language models (LLMs) for code generation raises critical concerns regarding authorship attribution and accountability, motivating the development of watermarking techniques to trace model outputs. However, the practical utility of these approaches depends on their robustness against real-world adversarial conditions, including code transformations and model adaptation. This work systematically evaluates two state-of-the-art watermarking paradigms: SWEET, which embeds token-level statistical biases, and CodeMark, which leverages semantic-preserving transformations at the statement level. We design experiments under two adversarial settings: (i) spoofing attacks and (ii) watermark-removal attacks. Empirical results reveal that the robustness of different watermarking schemes may differ under varying attack scenarios, but all lack resistance in adversarial environments. Our study underscores the need for future watermarking mechanisms that combine semantic redundancy, structural integrity, and adaptive detection to ensure robustness and corresponding adaptive validation methods in practical deployment scenarios. © 2019 IEEE."
CodeGenGuard: A Watermark for Code Generation Models,"B Yang, M Ma, L Xiang, N Chen, X Zhang…",2026,International …,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d02ff1aeaa5c268dc34790dd1ad21526-Abstract-Conference.html,"Code language models (LMs) represent valuable intellectual property (IP) as their training involves immense investments, including large-scale code corpora, proprietary annotations, extensive computational resources, and specialized designs. Hence the threat of model IP infringements such as unauthorized redistribution or model theft has become increasingly concerning. While neural network watermarking has been widely studied as a measure to support model ownership verification, watermarking code LMs is particularly challenging due to the seemingly conflicting requirements of code generation: adhering to strict syntactic rules and semantic consistency while allowing flexible changes to embed watermarks, keeping high fidelity of the generated content while being robust to extraction attacks, etc. To resolve the issues, we propose CodeGenGuard, a watermarking framework for code LMs. CodeGenGuard leverages semantic-preserving transformations (SPTs) to encode the watermark and incorporates a dead-code-based data augmentation pipeline to diversify SPT patterns. To improve robustness, we incorporate an efficient dual-LoRA shadow training scheme and an optimizable trigger prompt that learns to extract watermark from both the watermarked and the shadow models. As most SPTs take place in specific contexts, we implant auxiliary prompts during verification to encourage the generation of the context, further enhancing the detection rate. Evaluation results on representative code generation models demonstrate that CodeGenGuard achieves superior watermarking performance to the state-of-the-art."
Modelshield: Adaptive and robust watermark against model extraction attack,"Pang, Kaiyi; Qi, Tao; Wu, Chuhan; Bai, Minhao; Jiang, Minghu; Huang, Yongfeng",2025,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2025.3530691,https://ieeexplore.ieee.org/abstract/document/10843740/?casa_token=TyFlnPk1MKQAAAAA:c5xnC2tQ7C2m47s3UyWwBHj1370O2H0iYsDAsAnvXZmgXcXkBbTyZRuT2jThYEjXVjie4BxZ,"Large language models (LLMs) demonstrate general intelligence across a variety of machine learning tasks, thereby enhancing the commercial value of their intellectual property (IP). To protect this IP, model owners typically allow user access only in a black-box manner, however, adversaries can still utilize model extraction attacks to steal the model intelligence encoded in model generation. Watermarking technology offers a promising solution for defending against such attacks by embedding unique identifiers into the model-generated content. However, existing watermarking methods often compromise the quality of generated content due to heuristic alterations and lack robust mechanisms to counteract adversarial strategies, thus limiting their practicality in real-world scenarios. In this paper, we introduce an adaptive and robust watermarking method (named ModelShield) to protect the IP of LLMs. Our method incorporates a self-watermarking mechanism that allows LLMs to autonomously insert watermarks into their generated content to avoid the degradation of model content. We also propose a robust watermark detection mechanism capable of effectively identifying watermark signals under the interference of varying adversarial strategies. Besides, ModelShield is a plug-and-play method that does not require additional model training, enhancing its applicability in LLM deployments. Extensive evaluations on two real-world datasets and three LLMs demonstrate that our method surpasses existing methods in terms of defense effectiveness and robustness while significantly reducing the degradation of watermarking on the model-generated content. © 2005-2012 IEEE."
AI Watermark Evidence Fails Forensic Readiness: An Empirical Evaluation,"SR Tamim, AL Khan",2026,arXiv preprint arXiv:2607.16010,,https://arxiv.org/abs/2607.16010,"Governments are increasingly mandating that LLM-generated content carry watermarks. The EU AI Act calls for markings that are ""sufficiently reliable and robust."" California's SB 942 requires disclosure that is ""permanent or extraordinarily difficult to remove."" Both mandates rest on an untested assumption: that watermark detection yields evidence reliable enough for courts. This paper tests that assumption directly.
We evaluate three representative LLM watermarking methods -- KGW, Unigram, and the MarkLLM implementation of SynthID-Text -- against the Daubert admissibility criteria and the NIST SP 800-86 digital forensic process. To structure this evaluation, we propose a Forensic Readiness Score (FRS) framework with 12 criteria, three mandatory gates, and a 60-point scoring system. We focus on meaning-preserving paraphrase as the attack vector, since it is both legally realistic and difficult to dismiss as evidence tampering.
The results raise serious evidentiary concerns. Out of 846 valid paraphrase runs across 15 diverse prompts per method, every single initially-detected KGW and Unigram text lost its watermark after paraphrasing -- 100% conditional removal. SynthID fared only slightly better at 98.3%. Even before any attack, false-negative rates were already high: 70% for KGW, 83% for Unigram, 80% for SynthID. The SynthID configuration also flagged 5.4% of paraphrased human-written controls as AI-generated and showed an 18.6% paradox rate, with 80% of its own pristine watermarked output landing in the uncertainty deadband. None of the three methods satisfy more than two of five Daubert factors. We also find that the FRS point-based scoring system, despite working as designed, cannot fully capture forensic uselessness -- a limitation worth noting for future framework design.
These configurations, as tested, do not meet the evidentiary bar that courts require."
A Likelihood Based Approach for Watermark Detection.,"Li, Xingchi; Li, Guanxun; Zhang, Xianyang",2025,Proceedings of Machine Learning Research,,https://raw.githubusercontent.com/mlresearch/v258/main/assets/li25d/li25d.pdf,"Watermarking techniques embed statistical signals within content generated by large language models to help trace its source. Although existing methods perform well on long texts, their effectiveness significantly decreases for shorter texts. We introduce a statistical detection approach that improves the power of watermark detection, particularly in shorter texts. Our method leverages both the watermark key sequence and the next token probabilities (NTPs) to determine whether a text is generated by a large language model. We demonstrate the optimality of our approach and analyze its power properties. We also investigate an approach to estimating NTPs and extend our method to scenarios where texts face potential attacks such as substitutions, insertions, or deletions. We validate the effectiveness of our technique using texts generated by Meta-Llama-3-8B from Meta and Mistral-7B-v0.1 from Mistral AI, utilizing prompts extracted from Google's C4 dataset. In scenarios without attacks and with short text lengths, our method demonstrates approximately 65% power improvement compared to the baseline method on average. We release all code publicly at https://github.com/doccstat/llm-watermark-adaptive. Copyright 2025 by the author(s)."
Entropy-Aware Watermarking for Code Generation Models,"Shi, Ying; Bao, Siyuan; Wu, Hanzhou; Ye, Jingyu; Zhang, Xinpeng",2026,International Conference on Machine …,10.1007/978-981-95-7820-7_13,https://books.google.com/books?hl=it&lr=&id=mZbWEQAAQBAJ&oi=fnd&pg=PA193&dq=(watermark+OR+watermarking)+AND+(code+OR+%22source+code%22)+AND+(LLM+OR+%22large+language+model%22+OR+%22generative+AI%22)&ots=MoJuF1fszS&sig=FRY9C9mSEK6Y0DAA9mNJcYtrnnA,"Watermark-based detection shows strong potential for identifying machine-generated content, but applying it to code generation is still hard due to low entropy and strict structure, which limit flexibility and cause a trade-off between quality and detectability. Existing methods like SWEET use fixed entropy thresholds. They cannot adjust to different levels of token uncertainty across coding contexts. To overcome this limitation, we propose Entropy-Aware Watermarking (EAW), a framework that dynamically modulates watermark embedding strength based on local entropy signals. Specifically, EAW amplifies the greenlist bias in high-entropy regions, such as variable names or comments, while reducing interference in low-entropy, syntax-critical parts to maintain the functional correctness of the code. This adaptive mechanism enables EAW to maintain code naturalness without sacrificing detection robustness. Extensive experiments across multiple benchmarks demonstrate that EAW consistently outperforms prior baselines in both watermark detectability and code quality retention, establishing a better trade-off between transparency and reliability in code watermarking. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026."
Learning to Follow In-Context Watermark Instructions via Self-Distillation,"Y Liu, T Chen, X Zhao, D Song, Y Bu",2026,arXiv preprint arXiv:2608.29030,,https://arxiv.org/abs/2608.29030,"In-context watermarking (ICW) prepends an instruction to a query asking the model to embed a statistically detectable signal in its response. It thus equips LLMs with a watermarking interface that third parties can invoke without access to model internals. Its reliability hinges on the LLM following the instruction without degrading answer quality, yet how well current LLMs do so has not been measured. We introduce 𝖨𝖢𝖶𝖡𝖾𝗇𝖼𝗁, a benchmark of three verifiable ICW instruction families, each scored on both detectability and answer quality. Evaluating 14 frontier proprietary and open-source LLMs, we find that none of the evaluated LLMs achieves both objectives across all three families. To address this, we propose a self-contained two-stage training method, requiring no distillation from a stronger model, no manual annotation, and no pre-existing ICW IF ability. The first stage, self-distillation with logits perturbation (SDLP), uses the same base LLM as both teacher and student: an instruction-equivalent decoding-time logits perturbation makes the teacher follow the ICW instruction, and the student is trained to match the teacher's output distribution. The second stage applies reinforcement learning with the automatic verifier as the reward. Applied to Qwen3-14B and GPT-OSS-20B, our method raises average TPR@1%FPR across three ICW instructions from 0.100 to 0.974 and from 0.337 to 0.968, respectively, while maintaining high response quality under both perplexity evaluation and LLM-as-a-Judge."
Srcmarker: Dual-channel source code watermarking via scalable code transformations,"Yang, Borui; Li, Wei; Xiang, Liyao; Li, Bo",2024,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP54263.2024.00097,https://ieeexplore.ieee.org/abstract/document/10646683/?casa_token=VPdhcSMjF1UAAAAA:HAv3PIu77X3UUEXR-F57QLJqbCmN61qiy9n5x2fjncQNmH-Opo3Dk7UzArMXF-QcqxCszGk1,"The expansion of the open source community and the rise of large language models have raised ethical and security concerns on the distribution of source code, such as misconduct on copyrighted code, distributions without proper licenses, or misuse of the code for malicious purposes. Hence it is important to track the ownership of source code, in which watermarking is a major technique. Yet, drastically different from natural languages, source code watermarking requires far stricter and more complicated rules to ensure the readability as well as the functionality of the source code. Hence we introduce SrcMarker, a watermarking system to unobtrusively encode ID bitstrings into source code, without affecting the usage and semantics of the code. To this end, SrcMarker performs transformations on an AST-based intermediate representation that enables unified transformations across different programming languages. The core of the system utilizes learning-based embedding and extraction modules to select rule-based transformations for watermarking. In addition, a novel feature-approximation technique is designed to tackle the inherent non-differentiability of rule selection, thus seamlessly integrating the rule-based transformations and learning-based networks into an interconnected system to enable end-to-end training. Extensive experiments demonstrate the superiority of SrcMarker over existing methods in various watermarking requirements. © 2024 IEEE."
WaterMoE: Expert-Routing-based Watermarking for High Fidelity and Efficiency,"Z Sun, Q Jiang, S Sheng, L Xiang",2026,arXiv preprint arXiv:2607.13099,,https://arxiv.org/abs/2607.13099,"Large language models (LLMs) have achieved remarkable success but raise growing concerns about content provenance and misuse, motivating the need for reliable watermarking techniques. However, these techniques have rarely been adopted in practice mainly for two reasons: i) severely degraded model performance, and ii) additional inference overhead. To confirm the problem, we construct a comprehensive benchmark spanning different generation tasks to systematically evaluate 9 representative watermarking methods. We found almost all existing methods are designed for text fluency, but not for restricted and complicated tasks, and their overhead prevents them from deployment in latency-critical systems.
To address i) and ii), we propose an LLM watermarking scheme \textit{WaterMoE} for the growingly popular Mixture-of-Experts (MoE) LLMs. WaterMoE embeds watermarking signals through controlled perturbation into the expert selection at each router, which accumulates to token selection shift at the final output. In contrast to watermarking as a post-processing token-sampling approach, WaterMoE embeds watermark within the inference loop incurring negligible quality degradation and computational overhead. Extensive experiments demonstrate that our method achieves a fidelity performance close to the unwatermarked and consistently outperforms state-of-the-art watermarking methods on the benchmark, with up to 4× speedup, incurring merely 1\% additional inference latency compared to native generation. The results demonstrate the capability of WaterMoE to be deployed in real-world tasks."
On Protecting Agentic Systems' Intellectual Property via Watermarking,"L Wang, Z Li, Y Xie, S Wang, D She, W Wang…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2602.08401,"The evolution of Large Language Models (LLMs) into agentic systems that perform autonomous reasoning and tool use has created significant intellectual property (IP) value. We demonstrate that these systems are highly vulnerable to imitation attacks, where adversaries steal proprietary capabilities by training imitation models on victim outputs. Crucially, existing LLM watermarking techniques fail in this domain because real-world agentic systems often operate as grey boxes, concealing the internal reasoning traces required for verification. This paper presents AGENTWM, the first watermarking framework designed specifically for agentic models. AGENTWM exploits the semantic equivalence of action sequences, injecting watermarks by subtly biasing the distribution of functionally identical tool execution paths. This mechanism allows AGENTWM to embed verifiable signals directly into the visible action trajectory while remaining indistinguishable to users. We develop an automated pipeline to generate robust watermark schemes and a rigorous statistical hypothesis testing procedure for verification. Extensive evaluations across three complex domains demonstrate that AGENTWM achieves high detection accuracy with negligible impact on agent performance. Our results confirm that AGENTWM effectively protects agentic IP against adaptive adversaries, who cannot remove the watermarks without severely degrading the stolen model's utility."
Machine learning and watermarking for accurate detection of AI-generated phishing emails,"A Brissett, J Wall",2025,Electronics,,https://www.mdpi.com/2079-9292/14/13/2611,"Large Language Models offer transformative capabilities but also introduce growing cybersecurity risks, particularly through their use in generating realistic phishing emails. Detecting such content is critical; however, existing methods can be resource-intensive and slow to adapt. In this research, we present a dual-layered detection framework that combines supervised learning for accurate classification with unsupervised techniques to uncover emerging threats. In controlled testing environments, our approach demonstrates strong performance. Recognising that human users are often the weakest link in information security systems, we examine historical deception patterns and psychological principles commonly exploited in phishing attacks. We also explore watermarking as a complementary method for tracing AI-generated content. Together, these strategies offer a scalable, adaptive defence against increasingly sophisticated phishing attacks driven by Large Language Models."
Detecting benchmark contamination through watermarking,"T Sander, P Fernandez, S Mahloujifar…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2502.17259,"Benchmark contamination poses a significant challenge to the reliability of Large Language Models (LLMs) evaluations, as it is difficult to assert whether a model has been trained on a test set. We introduce a solution to this problem by watermarking benchmarks before their release. The embedding involves reformulating the original questions with a watermarked LLM, in a way that does not alter the benchmark utility. During evaluation, we can detect ``radioactivity'', \ie traces that the text watermarks leave in the model during training, using a theoretically grounded statistical test. We test our method by pre-training 1B models from scratch on 10B tokens with controlled benchmark contamination, and validate its effectiveness in detecting contamination on ARC-Easy, ARC-Challenge, and MMLU. Results show similar benchmark utility post-watermarking and successful contamination detection when models are contaminated enough to enhance performance, \eg p-val =10−3 for +5% on ARC-Easy."
WatME: Towards lossless watermarking through lexical redundancy,"Chen, Liang; Bian, Yatao; Deng, Yang; Cai, Deng; Li, Shuaiyi; Zhao, Peilin; Wong, Kam-Fai",2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2024.acl-long.496,https://aclanthology.org/2024.acl-long.496.pdf,"Text watermarking has emerged as a pivotal technique for identifying machine-generated text. However, existing methods often rely on arbitrary vocabulary partitioning during decoding to embed watermarks, which compromises the availability of suitable tokens and significantly degrades the quality of responses. This study assesses the impact of watermarking on different capabilities of large language models (LLMs) from a cognitive science lens. Our finding highlights a significant disparity; knowledge recall and logical reasoning are more adversely affected than language generation. These results suggest a more profound effect of watermarking on LLMs than previously understood. To address these challenges, we introduce Watermarking with Mutual Exclusion (WatME), a novel approach leveraging linguistic prior knowledge of inherent lexical redundancy in LLM vocabularies to seamlessly integrate watermarks. Specifically, WatME dynamically optimizes token usage during the decoding process by applying a mutually exclusive rule to the identified lexical redundancies. This strategy effectively prevents the unavailability of appropriate tokens and preserves the expressive power of LLMs. We provide both theoretical analysis and empirical evidence showing that WatME effectively preserves the diverse capabilities of LLMs while ensuring watermark detectability. Our code will be released to facilitate future research. via https://github.com/ChanLiang/WatME. © 2024 Association for Computational Linguistics."
Mitigating watermark forgery in generative models via randomized key selection,"T Aremu, N Hussein, M Nwadike, S Poppi…",2025,arXiv preprint arXiv …,,https://arxiv.org/abs/2507.07871,"Watermarking enables GenAI providers to verify whether content was generated by their models. A watermark is a hidden signal in the content, whose presence can be detected using a secret watermark key. A core security threat are forgery attacks, where adversaries insert the provider's watermark into content \emph{not} produced by the provider, potentially damaging their reputation and undermining trust. Existing defenses resist forgery by embedding many watermarks with multiple keys into the same content, which can degrade model utility. However, forgery remains a threat when attackers can collect sufficiently many watermarked samples. We propose a defense that is provably forgery-resistant \emph{independent} of the number of watermarked content collected by the attacker, provided they cannot easily distinguish watermarks from different keys. Our scheme does not further degrade model utility. We randomize the watermark key selection for each query and accept content as genuine only if a watermark is detected by \emph{exactly} one key. We focus on the image and text modalities, but our defense is modality-agnostic, since it treats the underlying watermarking method as a black-box. Our method provably bounds the attacker's success rate and we empirically observe a reduction from near-perfect success rates to only 2% at negligible computational overhead."
Sandcastles in the Storm: Revisiting the (Im) possibility of Strong Watermarking,"Harel-Canada, Fabrice; Erol, Boran; Choi, Connor; Liu, Jason; Song, Gary Jiarui; Peng, Nanyun; Sahai, Amit",2025,Proceedings of the Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2025.acl-long.1436,https://arxiv.org/abs/2505.06827,"Watermarking AI-generated text is critical for combating misuse. Yet recent theoretical work argues that any watermark can be erased via random walk attacks that perturb text while preserving quality. However, such attacks rely on two key assumptions: (1) rapid mixing (watermarks dissolve quickly under perturbations) and (2) reliable quality preservation (automated quality oracles perfectly guide edits). Through large-scale experiments and human-validated assessments, we find mixing is slow: 100% of perturbed texts retain traces of their origin after hundreds of edits, defying rapid mixing. Oracles falter, as state-of-the-art quality detectors misjudge edits (77% accuracy), compounding errors during attacks. Ultimately, attacks underperform: automated walks remove watermarks just 26% of the time - dropping to 10% under human quality review. These findings challenge the inevitability of watermark removal. Instead, practical barriers - slow mixing and imperfect quality control - reveal watermarking to be far more robust than theoretical models suggest. The gap between idealized attacks and real-world feasibility underscores the need for stronger watermarking methods and more realistic attack models. © 2025 Association for Computational Linguistics."
On the Empirical Power of Goodness-of-Fit Tests in Watermark Detection,"W He, X Li, T Shang, L Shen, W Su…",2026,Advances in neural …,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/1b19bf73c2f341a350f9bd05c204d97b-Abstract-Conference.html,"Large language models (LLMs) raise concerns about content authenticity and integrity because they can generate human-like text at scale. Text watermarks, which embed detectable statistical signals into generated text, offer a provable way to verify content origin. Many detection methods rely on pivotal statistics that are i.i.d. under human-written text, making goodness-of-fit (GoF) tests a natural tool for watermark detection. However, GoF tests remain largely underexplored in this setting. In this paper, we systematically evaluate eight GoF tests across three popular watermarking schemes, using three open-source LLMs, two datasets, various generation temperatures, and multiple post-editing methods. We find that general GoF tests can improve both the detection power and robustness of watermark detectors. Notably, we observe that text repetition, common in low-temperature settings, gives GoF tests a unique advantage not exploited by existing methods. Our results highlight that classic GoF tests are a simple yet powerful and underused tool for watermark detection in LLMs."
Watermarking using semantic-aware speculative sampling: from theory to practice,"B Huang, H Zhu, J Piet, B Zhu, JD Lee…",2025,,,https://openreview.net/forum?id=LdIlnsePNt,"Statistical watermarking offers a theoretically-sound method for distinguishing machine-generated texts. In this work, we first present a systematic theoretical analysis of the statistical limits of watermarking, by framing it as a hypothesis testing problem. We derive nearly matching upper and lower bounds for (i) the optimal Type II error under a fixed Type I error, and (ii) the minimum number of tokens required to watermark the output. Our rate of 
 for the minimum number of required tokens, where 
 is the average entropy per token, reveals a significant gap between the statistical limit and the 
 rate achieved in prior works. To our knowledge, this is the first comprehensive statistical analysis of the watermarking problem. Building on our theory, we develop SEAL (Semantic-awarE speculAtive sampLing), a novel watermarking algorithm for practical applications. SEAL introduces two key techniques: (i) designing semantic-aware random seeds by leveraging a proposal language model, and (ii) constructing a maximal coupling between the random seed and the next token through speculative sampling. Experiments on open-source benchmarks demonstrate that our watermarking scheme delivers superior efficiency and tamper resistance, particularly in the face of paraphrase attacks."
A Code Generation Watermarking Method Based on Double Threshold,"He, Yunsong; Shi, Zhenkui; Zeng, Jiahao; Cao, Zhile; Chen, Jinxing; Hu, Xin",2025,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-96-9812-7_22,https://link.springer.com/chapter/10.1007/978-981-96-9812-7_22,"Due to the rapid development and powerful capabilities demonstrated by large language models, they have attracted extensive attention in the fields of ethics, academia, and law. Embedding watermarks in the content generated by large language models can be used to determine whether a text is generated by a model. Watermarking technology has also become an important means of detecting machine-generated code. However, existing methods have several issues. On one hand, due to the relatively fixed nature of code-generated content, it is difficult to effectively embed watermarks. On the other hand, existing methods adopt simplistic strategies when dealing with code-generated texts. Such a rough approach fails to balance the quality of code generation and the effectiveness of watermark detection. Based on this, we propose a double-threshold watermarking method (DTW). This method fully considers the impact of entropy values on watermarks. During the generation phase, tokens are divided into high, medium, and low entropy intervals. And different watermarking strategies are employed, effectively balancing code quality and watermark embedding. Experimental results show that this method significantly improves watermark detection performance while maintaining code quality. At the same time, it exhibits stronger robustness and adaptability against attacks under different conditions, providing a better solution for watermarking techniques in code generation. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025."
WaterDrum: Watermark-based Data-centric Unlearning Metric,"X Lu, X Niu, GKR Lau, N Bui, RHL Sim…",2026,International …,,https://proceedings.iclr.cc/paper_files/paper/2026/hash/1473b46487e23d38408efac76423ca74-Abstract-Conference.html,"Large language model (LLM) unlearning is critical in real-world applications where it is necessary to efficiently remove the influence of private, copyrighted, or harmful data from some users. Existing utility-centric unlearning metrics (based on model utility) may fail to accurately evaluate the extent of unlearning in realistic settings such as when the forget and retain sets have semantically similar content and/or retraining the model from scratch on the retain set is impractical. This paper presents the first data-centric unlearning metric for LLMs called WaterDrum that exploits robust text watermarking to overcome these limitations. We introduce new benchmark datasets (with different levels of data similarity) for LLM unlearning that can be used to rigorously evaluate unlearning algorithms via WaterDrum."
Learning to Watermark in the Latent Space of Generative Models,"SA Rebuffi, T Tran, V Lacatusu, P Fernandez…",2026,arXiv preprint arXiv …,,https://arxiv.org/abs/2601.16140,"Existing approaches for watermarking AI-generated images often rely on post-hoc methods applied in pixel space, introducing computational overhead and potential visual artifacts. In this work, we explore latent space watermarking and introduce DistSeal, a unified approach for latent watermarking that works across both diffusion and autoregressive models. Our approach works by training post-hoc watermarking models in the latent space of generative models. We demonstrate that these latent watermarkers can be effectively distilled either into the generative model itself or into the latent decoder, enabling in-model watermarking. The resulting latent watermarks achieve competitive robustness while offering similar imperceptibility and up to 20x speedup compared to pixel-space baselines. Our experiments further reveal that distilling latent watermarkers outperforms distilling pixel-space ones, providing a solution that is both more efficient and more robust."
AST-Level Semantic Watermarking Framework for AI-Generated Code: Robust Provenance Attribution via Structural Invariants,AA Nataala,2026,,,https://www.researchsquare.com/article/rs-10418588/latest,"The rapid proliferation of Large Language Models (LLMs) specialized in automated code generation has revolutionized software engineering while simultaneously introducing severe vulnerabilities concerning intellectual property (IP) theft, academic dishonesty, and software supply chain integrity. Existing code watermarking techniques predominantly operate during inference-time autoregressive decoding, biasing token selection via logits manipulation. However, these text-level and entropy-based watermarks exhibit catastrophic fragility when exposed to standard software maintenance workflows and semantic-preserving transformations, such as automated formatting, variable renaming, and dead-code injection. This paper proposes a novel, post-hoc, structure-aware watermarking framework that operates directly upon the Abstract Syntax Tree (AST) of the generated source code. By formalizing an invariant dictionary of deterministic, semantics-preserving mutations specifically commutative operand swapping, independent statement reordering, and control flow morphing the proposed framework embeds cryptographically verifiable signatures into the syntactic topology of the program without altering functional behavior or computational Big-O complexity. Detection is executed via a blind statistical extraction engine employing a one-proportion Z-test against a uniform null hypothesis. Experimental evaluation across standard benchmarks demonstrates that the AST-level framework achieves 100.0% detection fidelity on formatted code, 98.2% true positive rate under aggressive variable renaming, and 95.5% resilience against dead code injection, significantly outperforming state-of-the-art logits-based (UMD) and entropy-based (SWEET) baselines while maintaining a false positive rate strictly below 1.0%. This architecture establishes a scalable, model-agnostic provenance defense suitable for deployment across enterprise code assistants."
