source,title,authors,year,venue,doi,url,abstract
ACM Digital Library,DRGW: Learning Disentangled Representations for Robust Graph Watermarking,Jiasen Li; Yanwei Liu; Zhuoyi Shang; Xiaoyan Gu; Weiping Wang,2026,Proceedings of the ACM Web Conference 2026,10.1145/3774904.3792543,https://doi.org/10.1145/3774904.3792543,"Graph-structured data is foundational to numerous web applications, and watermarking is crucial for protecting their intellectual property and ensuring data provenance. Existing watermarking methods primarily operate on graph structures or entangled graph representations, which compromise the transparency and robustness of watermarks due to the information coupling in representing graphs and uncontrollable discretization in transforming continuous numerical representations into graph structures. This motivates us to propose DRGW, the first graph watermarking framework that addresses these issues through disentangled representation learning. Specifically, we design an adversarially trained encoder that learns an invariant structural representation against diverse perturbations and derives a statistically independent watermark carrier, ensuring both robustness and transparency of watermarks. Meanwhile, we devise a graph-aware invertible neural network to provide a lossless channel for watermark embedding and extraction, guaranteeing high detectability and transparency of watermarks. Additionally, we develop a structure-aware editor that resolves the issue of latent modifications into discrete graph edits, ensuring robustness against structural perturbations. Experiments on diverse benchmark datasets demonstrate the superior effectiveness of DRGW."
ACM Digital Library,RoPe-DW: Robust and Perceptual Dual Watermarking for Secure AI-Generated Multimedia Content,Jie Hu; Shicheng Fang; Wenzheng Liu; Menghan Liang; Cheng Fu; Xiaofeng Wang; Qianqian Xing; Xiaoyong Tang; Tan Deng; Ronghui Cao,2026,Proceedings of the 5th ACM International Workshop on Multimedia AI against Disinformation,10.1145/3810988.3812658,https://doi.org/10.1145/3810988.3812658,"The proliferation of AI-generated multimedia content has posed significant challenges to multimedia retrieval systems, particularly in ensuring content authenticity and traceability. While latent diffusion models integrated with semantic watermarks (e.g., Gaussian Shading, Tree-Rings) offer promising solutions for content provenance, recent black-box semantic attacks have demonstrated that these watermarks can be effectively removed or forged using only watermarked images, without accessing model internals. This vulnerability undermines the reliability of watermark-based provenance analysis and limits the applicability of authenticity-aware multimedia retrieval systems. In this paper, we propose RoPe-DW, a novel latent diffusion framework with jointly optimized dual-watermark decoders that address this critical limitation. Our framework employs one-dimensional (1D) watermarks for provenance tracing and two-dimensional (2D) masks for tampering localization, enabling robust content identification even under adversarial manipulations. Extensive experiments demonstrate that RoPe-DW achieves significant improvements of 27% in robustness and 31.5% in perceptual attack resistance against black-box semantic attacks. This work integrates jointly optimized watermarking into latent diffusion models, enabling reliable authenticity and tamper detection, which provides a promising approach for enhancing the trustworthiness of AI-generated content in multimedia content analysis and retrieval applications."
ACM Digital Library,RAG-WM: An Efficient Black-Box Watermarking Approach for Retrieval-Augmented Generation of Large Language Models,Peizhuo Lv; Mengjie Sun; Hao Wang; XiaoFeng Wang; Shengzhi Zhang; Yuxuan Chen; Kai Chen; Limin Sun,2025,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,10.1145/3719027.3744813,https://doi.org/10.1145/3719027.3744813,"In recent years, tremendous success has been witnessed in Retrieval-Augmented Generation (RAG), widely used to enhance Large Language Models (LLMs) in domain-specific, knowledge-intensive, and privacy-sensitive tasks. However, attackers may steal those valuable RAGs and deploy or commercialize them, making it essential to detect Intellectual Property (IP) infringement. Most existing ownership protection solutions, such as watermarks, are designed for relational databases and texts. They cannot be directly applied to RAGs because relational database watermarks require white-box access to detect IP infringement, which is unrealistic for the knowledge base in RAGs. Meanwhile, post-processing by the adversary's deployed LLMs typically destructs text watermark information. To address those problems, we propose a novel black-box ''knowledge watermark'' approach, named RAG-WM, to detect IP infringement of RAGs. RAG-WM uses a multi-LLM interaction framework, comprising a Watermark Generator, Shadow LLM & RAG, and Watermark Discriminator, to create watermark texts based on watermark entity-relationship tuples and inject them into the target RAG. We evaluate RAG-WM across three domain-specific and two privacy-sensitive tasks on four benchmark LLMs. Experimental results show that RAG-WM effectively detects the stolen RAGs in various deployed LLMs. Furthermore, RAG-WM is robust against paraphrasing, unrelated content removal, knowledge insertion, and knowledge expansion attacks. Lastly, RAG-WM can also evade watermark detection approaches, highlighting its promising application in detecting IP infringement of RAG systems."
ACM Digital Library,ChainMarks: Securing DNN Watermark with Cryptographic Chain,Brian Choi; Shu Wang; Isabelle Choi; Kun Sun,2025,Proceedings of the 20th ACM Asia Conference on Computer and Communications Security,10.1145/3708821.3736214,https://doi.org/10.1145/3708821.3736214,"With the widespread deployment of deep neural network (DNN) models, dynamic watermarking techniques are being used to protect the intellectual property of model owners. However, recent studies have shown that existing watermarking schemes are vulnerable to watermark removal and ambiguity attacks. Besides, the vague criteria for determining watermark presence further increase the likelihood of such attacks. In this paper, we propose a secure DNN watermarking scheme named ChainMarks, which generates secure and robust watermarks by introducing a cryptographic chain into the trigger inputs and utilizes a two-phase Monte Carlo method for determining watermark presence. First, ChainMarks generates trigger inputs as a watermark dataset by repeatedly applying a hash function over a secret key, where the target labels associated with trigger inputs are generated from the digital signature of model owner. Then, the watermarked model is produced by training a DNN over both the original and watermark datasets. To verify watermarks, we compare the predicted labels of trigger inputs with the target labels and determine ownership with a more accurate decision threshold that considers the classification probability of specific models. Experimental results show that ChainMarks exhibits higher levels of robustness and security compared to state-of-the-art watermarking schemes. With a better marginal utility, ChainMarks provides a higher probability guarantee of watermark presence in DNN models with the same level of watermark accuracy."
ACM Digital Library,Removal Attack and Defense on AI-generated Content Latent-based Watermarking,De Zhang Lee; Han Fang; Hanyi Wang; Ee-Chien Chang,2025,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,10.1145/3719027.3765175,https://doi.org/10.1145/3719027.3765175,"Digital watermarks can be embedded into AI-generated content (AIGC) by initializing the generation process with starting points sampled from a secret distribution. When combined with pseudorandom error-correcting codes, such watermarked outputs can remain indistinguishable from unwatermarked objects, while maintaining robustness under whitenoise. In this paper, we go beyond indistinguishability and investigate security under removal attacks. We demonstrate that indistinguishability alone does not necessarily guarantee resistance to adversarial removal. Specifically, we propose a novel attack that exploits boundary information leaked by the locations of watermarked objects. This attack significantly reduces the distortion required to remove watermarks—by up to a factor of 15 × compared to a baseline whitenoise attack under certain settings. To mitigate such attacks, we introduce a defense mechanism that applies a secret transformation to hide the boundary, and prove that the secret transformation effectively rendering any attacker's perturbations equivalent to those of a naïve whitenoise adversary. Our empirical evaluations, conducted on multiple versions of Stable Diffusion, validate the effectiveness of both the attack and the proposed defense, highlighting the importance of addressing boundary leakage in latent-based watermarking schemes."
ACM Digital Library,Watermarking Vision-Language Models,Shan Wan; Wu Liu; Yijun Liu; Feiniu Yuan; Chunli Meng,2024,Proceedings of the 6th ACM International Conference on Multimedia in Asia,10.1145/3696409.3700483,https://doi.org/10.1145/3696409.3700483,"As the use of visual-language models (VLMs) increases, it is important to prevent the spread of AI-generated fake news. Additionally, due to concerns over model theft and abuse, the demand for intellectual property protection of VLMs is on the rise. Watermarking presents a viable solution to address these concerns. However, previous watermarking methods for multimodal models have limitations, either being constrained by specific model structures or application scenarios, or relying on backdoor techniques prone to false activations, and often require access to the model, leading to inefficiencies and making it difficult to trace suspicious content solely based on output text. In this paper, we propose a new watermarking strategy specifically designed for large-scale VLMs. Our method embeds watermarks into multimodal models without requiring retraining and offers strong generalizability, and enabling detection without accessing the model itself. It starts by partitioning the sampling vocabulary using a key generated by an private key generator. Then, by altering the output sampling, we embed a watermark into the text that is easily detectable. Extensive experiments demonstrate that our method achieves over 90% watermark detection rate eliminating false positives, minimizes performance impact, and remains robust against random attacks."
ACM Digital Library,Data Watermarking for Sequential Recommender Systems,Sixiao Zhang; Cheng Long; Wei Yuan; Hongxu Chen; Hongzhi Yin,2025,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,10.1145/3711896.3736903,https://doi.org/10.1145/3711896.3736903,"In the era of large foundation models, data has become a crucial component in building high-performance AI systems. As the demand for high-quality and large-scale data continues to rise, data copyright protection is attracting increasing attention. In this work, we explore the problem of data watermarking for sequential recommender systems, where a watermark is embedded into the target dataset and can be detected in models trained on that dataset. We focus on two settings: dataset watermarking, which protects the ownership of the entire dataset, and user watermarking, which safeguards the data of individual users. We present a method named Dataset Watermarking for Recommender Systems (DWRS) to address them. We define the watermark as a sequence of consecutive items inserted into normal users' interaction sequences. We define a Receptive Field (RF) to guide the inserting process to facilitate the memorization of the watermark. Extensive experiments on five representative sequential recommendation models and three benchmark datasets demonstrate the effectiveness of DWRS in protecting data copyright while preserving model utility."
ACM Digital Library,Safe-BVAR: Text-to-Image Generative Watermarking for Bitwise Visual AutoRegressive Model,Shengjiu Dai; Xiujian Liang; Sheng Li; Zhenxing Qian; Xinpeng Zhang,2025,Proceedings of the 33rd ACM International Conference on Multimedia,10.1145/3746027.3755138,https://doi.org/10.1145/3746027.3755138,"Bitwise Vision AutoRegressive (BVAR) Model, as a distinguished source of young blood, has been taking the lead in the track of text-to-image synthesis, which at the same time raises legal and ethnic concerns such as copyright and authenticity. However, existing methods mainly focus on watermarking within diffusion models, which rely on the distinctive attributes of diffusion steps and cannot be directly transferred to new circumstances. To this end, we propose Safe-BVAR, the first watermark framework to embed bit strings during image generation in BVAR. Our study discovers the local similarity of the inferenced latent feature and the element-wise robustness of image autoencoder. Therefore, combined with the residual-accumulative nature of BVAR, we propose a novel Late Stage Residual Implanter to embed watermark and extract the information based on Local Contextual Extractor. Furthermore, we propose a Distributed Rotational Arranger to enhance watermark against local distortions. Our method is training-free and plug-and-play. Meanwhile, it can be easily applied to flexible-sized images. We evaluate the robustness and invisibility of the watermark, showing that it can resist common image attacks and cast inappreciable influence on the image."
ACM Digital Library,A Survey of Text Watermarking in the Era of Large Language Models,Aiwei Liu; Leyi Pan; Yijian Lu; Jingjing Li; Xuming Hu; Xi Zhang; Lijie Wen; Irwin King; Hui Xiong; Philip Yu,2024,ACM Comput. Surv.,10.1145/3691626,https://doi.org/10.1145/3691626,"Text watermarking algorithms are crucial for protecting the copyright of textual content. Historically, their capabilities and application scenarios were limited. However, recent advancements in large language models (LLMs) have revolutionized these techniques. LLMs not only enhance text watermarking algorithms with their advanced abilities but also create a need for employing these algorithms to protect their own copyrights or prevent potential misuse. This work conducts a comprehensive survey of the current state of text watermarking technology, covering four main aspects: (1) an overview and comparison of different text watermarking techniques; (2) evaluation methods for text watermarking algorithms, including their detectability, impact on text or LLM quality, and robustness under target or untargeted attacks; (3) potential application scenarios for text watermarking technology; and (4) current challenges and future directions for text watermarking. This survey aims to provide researchers with a thorough understanding of text watermarking technology in the era of LLMs, thereby promoting its further advancement."
ACM Digital Library,Hot-Swap MarkBoard: An Efficient Black-box Watermarking Approach for Large-scale Model Distribution,Zhicheng Zhang; Peizhuo Lv; Mengke Wan; Jiang Fang; Diandian Guo; Yezeng Chen; Yinlong Liu; Wei Ma; Jiyan Sun; Liru Geng,2025,Proceedings of the 33rd ACM International Conference on Multimedia,10.1145/3746027.3755345,https://doi.org/10.1145/3746027.3755345,"Recently, Deep Learning (DL) models have been increasingly deployed on end-user devices as On-Device AI, offering improved efficiency and privacy. However, this deployment trend poses more serious Intellectual Property (IP) risks, as models are distributed on numerous local devices, making them vulnerable to theft and redistribution. Most existing ownership protection solutions (e.g., backdoor-based watermarking) are designed for cloud-based AI-as-a-Service (AIaaS) and are not directly applicable to large-scale distribution scenarios, where each user-specific model instance must carry a unique watermark. These methods typically embed a fixed watermark, and modifying the embedded watermark requires retraining the model. To address these challenges, we propose Hot-Swap MarkBoard, an efficient watermarking method. It encodes user-specific n-bit binary signatures by independently embedding multiple watermarks into a multi-branch Low-Rank Adaptation (LoRA) module, enabling efficient watermark customization without retraining through branch swapping. A parameter obfuscation mechanism further entangles the watermark weights with those of the base model, preventing removal without degrading model performance. The method supports black-box verification and is compatible with various model architectures and DL tasks, including classification, image generation, and text generation. Extensive experiments across three types of tasks and six backbone models demonstrate our method's superior efficiency and adaptability compared to existing approaches, achieving 100% verification accuracy."
ACM Digital Library,TabularMark: Watermarking Tabular Datasets for Machine Learning,Yihao Zheng; Haocheng Xia; Junyuan Pang; Jinfei Liu; Kui Ren; Lingyang Chu; Yang Cao; Li Xiong,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,10.1145/3658644.3690373,https://doi.org/10.1145/3658644.3690373,"Watermarking is broadly utilized to protect ownership of shared data while preserving data utility. However, existing watermarking methods for tabular datasets fall short on the desired properties (detectability, non-intrusiveness, and robustness) and only preserve data utility from the perspective of data statistics, ignoring the performance of downstream ML models trained on the datasets. Can we watermark tabular datasets without significantly compromising their utility for training ML models while preventing attackers from training usable ML models on attacked datasets?In this paper, we propose a hypothesis testing-based watermarking scheme, TabularMark. Data noise partitioning is utilized for data perturbation during embedding, which is adaptable for numerical and categorical attributes while preserving the data utility. For detection, a custom-threshold one proportion z-test is employed, which can reliably determine the presence of the watermark. Experiments on real-world and synthetic datasets demonstrate the superiority of TabularMark in detectability, non-intrusiveness, and robustness."
ACM Digital Library,Distributed Ledger and Text Watermarking for Fine-Grain Provenance Checking of Textual Content,Flavio Bertini; Alessandro Benetton; Danilo Montesi,2025,Companion Proceedings of the ACM on Web Conference 2025,10.1145/3701716.3717536,https://doi.org/10.1145/3701716.3717536,"Information disorder has become a major societal challenge, impacting public discourse and democracy. This phenomenon has been exacerbated by the spread of social media platforms, affecting various areas, ranging from national elections to public health. Addressing fake news through a manual approach (e.g., human fact-checking) is unfeasible due to the rapid production of textual content. At the same time, applying automatic tools is equally challenging, primarily due to the ambiguity of natural language. In this paper, we addressed online information disorder from a different perspective by proposing a platform that supports trustworthy and reputable news producers and enhances awareness among readers across various social media. Specifically, the proposed platform enables news producers to automatically embed a unique watermark in the text they create, ensuring that the news cannot be manipulated or misattributed. The watermarking is embedded in a fine-grained way, allowing even small extracts of the news to be shared while preserving traceability. Additionally, the association between the watermark and the news item is recorded in a distributed ledger, preventing further manipulation that could arise from centralised management. The aim is to enable readers to make more informed decisions about the content they encounter, even when engaging with excerpts of the original document, minimising reliance on external fact-checking organisations."
ACM Digital Library,Reliable Model Watermarking: Defending against Theft without Compromising on Evasion,Hongyu Zhu; Sichu Liang; Wentao Hu; Li Fangqi; Ju Jia; Shi-Lin Wang,2024,Proceedings of the 32nd ACM International Conference on Multimedia,10.1145/3664647.3681610,https://doi.org/10.1145/3664647.3681610,"With the rise of Machine Learning as a Service (MLaaS) platforms, safeguarding the intellectual property of deep learning models is becoming paramount. Among various protective measures, trigger set watermarking has emerged as a flexible and effective strategy for preventing unauthorized model distribution. However, this paper identifies an inherent flaw in the current paradigm of trigger set watermarking: evasion adversaries can readily exploit the shortcuts created by models memorizing watermark samples that deviate from the main task distribution, significantly impairing their generalization in adversarial settings. To counteract this, we leverage diffusion models to synthesize unrestricted adversarial examples as trigger sets. By learning the model to accurately recognize them, unique watermark behaviors are promoted through knowledge injection rather than error memorization, thus avoiding exploitable shortcuts. Furthermore, we uncover that the resistance of current trigger set watermarking against removal attacks primarily relies on significantly damaging the decision boundaries during embedding, intertwining unremovability with adverse impacts. By optimizing the knowledge transfer properties of protected models, our approach conveys watermark behaviors to extraction surrogates without aggressive decision boundary perturbation. Experimental results on CIFAR-10/100 and Imagenette datasets demonstrate the effectiveness of our method, showing not only improved robustness against evasion adversaries but also superior resistance to watermark removal attacks compared to state-of-the-art solutions."
ACM Digital Library,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,Yifan Lu; Wenxuan Li; Mi Zhang; Xudong Pan; Min Yang,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,10.1145/3658644.3690334,https://doi.org/10.1145/3658644.3690334,"To protect the intellectual property of well-trained deep neural networks (DNNs), black-box watermarks, which are embedded into the prediction behavior of DNN models on a set of specially-crafted samples and extracted from suspect models using only API access, have gained increasing popularity in both academy and industry. Watermark robustness is usually implemented against attackers who steal the protected model and obfuscate its parameters for watermark removal. However, current robustness evaluations are primarily performed under moderate attacks or unrealistic settings. Existing removal attacks could only crack a small subset of the mainstream black-box watermarks, and fall short in four key aspects: incomplete removal, reliance on prior knowledge of the watermark, performance degradation, and high dependency on data.In this paper, we propose a watermark-agnostic removal attack called Neural Dehydration (abbrev. Dehydra), which effectively erases all ten mainstream black-box watermarks from DNNs, with only limited or even no data dependence. In general, our attack pipeline exploits the internals of the protected model to recover and unlearn the watermark message. We further design target class detection and recovered sample splitting algorithms to reduce the utility loss and achieve data-free watermark removal on five of the watermarking schemes. We conduct comprehensive evaluation of Dehydra against ten mainstream black-box watermarks on three benchmark datasets and DNN architectures. Compared with existing removal attacks, Dehydra achieves strong removal effectiveness across all the covered watermarks, preserving at least 90% of the stolen model utility, under the data-limited settings, i.e., less than 2% of the training data or even data-free. Our work reveals the vulnerabilities of existing black-box DNN watermarks in realistic settings, highlighting the urgent need for more robust watermarking techniques. To facilitate future studies, we open-source our code in the following repository: https://github.com/LouisVann/Dehydra."
ACM Digital Library,Did You Train on My Dataset? Towards Public Dataset Protection with CleanLabel Backdoor Watermarking,Ruixiang Tang; Qizhang Feng; Ninghao Liu; Fan Yang; Xia Hu,2023,SIGKDD Explor. Newsl.,10.1145/3606274.3606279,https://doi.org/10.1145/3606274.3606279,"The huge supporting training data on the Internet has been a key factor in the success of deep learning models. However, this abundance of public-available data also raises concerns about the unauthorized exploitation of datasets for commercial purposes, which is forbidden by dataset licenses. In this paper, we propose a backdoor-based watermarking approach that serves as a general framework for safeguarding publicavailable data. By inserting a small number of watermarking samples into the dataset, our approach enables the learning model to implicitly learn a secret function set by defenders. This hidden function can then be used as a watermark to track down third-party models that use the dataset illegally. Unfortunately, existing backdoor insertion methods often entail adding arbitrary and mislabeled data to the training set, leading to a significant drop in performance and easy detection by anomaly detection algorithms. To overcome this challenge, we introduce a clean-label backdoor watermarking framework that uses imperceptible perturbations to replace mislabeled samples. As a result, the watermarking samples remain consistent with the original labels, making them difficult to detect. Our experiments on text, image, and audio datasets demonstrate that the proposed framework effectively safeguards datasets with minimal impact on original task performance. We also show that adding just 1% of watermarking samples can inject a traceable watermarking function and that our watermarking samples are stealthy and look benign upon visual inspection."
